Company,Interview Questions,Date,Candidate,Offer?,Experience,Difficulty of Interview,How the candidate applied,Process,Who found review helpful
Meta,"Question: Several years ago FB was considering building a product around High Schools. At the time we had 300 million users fill out their current high school. How would you determine if the data is real?
 
 
 
 Product Interpretation 
 
 Questions: How would you measure the health of the Newsfeed product? Should we double the amount of ads in Newsfeed? 
 
 
 
 Technical Analysis 
 
 Based on table provided:
 
 What stat would you pull to get a high level view of feed and engagement?
 
 How would you size the revenue opportunity for sponsored posts? How would you redo the sizing for revenue on sponsored posts?
 
 How would you quantify if a sponsored post is creating a poor experience for users?
 
 
 
 Quantitative Analysis","Aug 2, 2022",Anonymous Interview Candidate,No Offer,Neutral Experience,Difficult Interview,I applied through a recruiter. The process took 1 week. I interviewed at Meta in Sep 2021,"received a mail from recuiter of Facebook London office,
 
 set up a 45 mins Bluejeans Screening Interview with the recuiter, 
 
 send the prepration materials,
 
 the 2nd interview with a data scientist in the group 
 
 feed back is not good,end the process","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,The business case I got was related to AB testing and experiment design.,"Jan 22, 2022","Anonymous Interview Candidate in New York, NY",No Offer,Neutral Experience,Average Interview,"I applied through an employee referral. I interviewed at Meta (New York, NY) in Sep 2021",Some easy SQL questions (can be answered in python too) and some business analytics questions for a business case study that is related to what Meta does. There are no behavioral questions at the beginning after introduction. There are 5 mins for interviewee to ask the interviewer questions at the end.,"Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"They asked me questions similar to ones I had practiced beforehand on LeetCode. I needed to rather rather basic Python to answer the questions. For questions like these, the interviewers did not want me to use dataframes.","Jan 25, 2023","Anonymous Interview Candidate in Menlo Park, CA",No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 months. I interviewed at Meta (Menlo Park, CA) in Sep 2021","I had about seven or eight interviews, each of them one-on-one with an expert in some area. Each and every interviewer gave me the chance to ask my own questions. We used a videoconference system called Blue Jeans that I had not used before. My breaks between interviews were usually short.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,Basic resume questions and visa status,"Aug 27, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Meta,"Applied online and scheduled a recruiter phone interview on July 1, 21 got rejected before filling the survey as my visa status is not very good. They encourage ed me to apply later.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,They asked me the usual questions.,"Aug 16, 2021",Anonymous Interview Candidate,Declined Offer,Negative Experience,Average Interview,I interviewed at Meta,"Interviews with several area leaders. They never asked me what I thought of the company, the opportunity or the process, just expressed why they thought I was a good fit for the position.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,"Questions including: how to determine the best friends across Facebook users, and SQL-related questions.","Aug 8, 2021",Anonymous Interview Candidate,No Offer,Negative Experience,Difficult Interview,I applied online. I interviewed at Meta,"Scheduled my first introduction phone call. Asking unexpected technical, programming, and product analysis questions through the first phone calls. Questions including: how to determine the best friends across Facebook users, and SQL-related questions.","1 person found this interview helpful
 Helpful
 Share
 Report"
Meta,How would you estimate how much fake news is on FB? How would you estimate it's impact?,"Jan 15, 2022","Anonymous Interview Candidate in Seattle, WA",Declined Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 2 months. I interviewed at Meta (Seattle, WA) in Aug 2021","Recruiter screen > tech screen > 4 tech sessions at remote ""onsite"", all 30/45 min
 
 
 
 Tech screen: product sense about metric movement and SQL
 
 
 
 On-site: intermediate to advanced SQL, some statistics and probability in one session, and one very open ended product sense question about how to find and estimate the impact of fake news. Must have detailed answers for all questions - high level won't pass.","Be the first to find this interview helpful
 Helpful
 Share
 Report"
Meta,What would I estimate as metrics for ab test ?,"Jul 27, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Average Interview,I applied through an employee referral. The process took 1+ week. I interviewed at Meta,"Super cool. Nice questions and interview , cool sql questions. A lot of time spent on product mindset and how would I solve a problem, if I was a part of team.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,Two parts of questions: SQL and product analysis. Product question is about whether you should launch room feature in IG after fb launched this feature,"Jul 23, 2021",Anonymous Interview Candidate,No Offer,Positive Experience,Difficult Interview,I interviewed at Meta,First it is a self introduction from the interviewer and myself. Then main part is two questions: SQL coding and product analysis. I didnt answer the product question well but sql part is fine,1 person found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"Design metrics for Instagram, describe your previous projects, SQL","Jul 19, 2021",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I interviewed at Meta,"The process is really slow. Cannot get interview feedback even I have entered the last round. 
 The interviewers were overall very nice. Only one seemed impatient and was not really paying attention.",Be the first to find this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
Meta,"1. Let’s say we want to figure out for any Facebook (or Instagram) user, who their best friend is so we can prioritize showing their content in the News Feed. What product signals and metrics (please max at 5) would you use to determine who a user’s best friend is?
 2. In addition, which is the most important and why?","Oct 25, 2021",Anonymous Employee,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4 weeks. I interviewed at Meta in Jul 2021,"1. Let’s say we want to figure out for any Facebook (or Instagram) user, who their best friend is so we can prioritize showing their content in the News Feed. What product signals and metrics (please max at 5) would you use to determine who a user’s best friend is?
 2. In addition, which is the most important and why?",6 people found this interview helpfulHelpful.css-rlb2bg{font-size:15px;line-height:24px;color:#505863;}ShareReport
